Filename,Topic 1,Topic 2,Topic 3
608958newsML.xml,16 (0.4602139726174308),24 (0.34126262583392875),15 (0.13638728380988233)
480257newsML.xml,35 (0.4642924192494171),10 (0.2818219107103175),33 (0.14982067063069868)
533101newsML.xml,5 (0.3002564385094134),46 (0.18372820680763202),33 (0.17807406633534045)
568436newsML.xml,42 (0.9846874999999979),49 (0.0003125000000000406),11 (0.0003125000000000406)
611144newsML.xml,19 (0.871441607701665),25 (0.0756617070286299),37 (0.03331335193635987)
522521newsML.xml,8 (0.34071593998487193),22 (0.26399291514287787),13 (0.2065780805114326)
609445newsML.xml,23 (0.3453986860927624),12 (0.2280263840494943),2 (0.17667599583090982)
570137newsML.xml,39 (0.8905088282903343),19 (0.07007829559981618),12 (0.02133595303281834)
733691newsML.xml,18 (0.40344083397517067),5 (0.3624233706219391),37 (0.08110733515900467)
479647newsML.xml,39 (0.9818518518518426),19 (0.00037037037037057467),49 (0.00037037037037055467)
789754newsML.xml,47 (0.34967910010819797),20 (0.24601312205654585),46 (0.11665394228522633)
610973newsML.xml,19 (0.9137791911742397),30 (0.06579527691076774),49 (0.0004255319148956702)
537514newsML.xml,28 (0.42063852202211144),33 (0.4002775151985116),41 (0.1475392616768851)
657082newsML.xml,37 (0.33585500221523973),11 (0.3331888258647065),24 (0.31713264250826845)
570906newsML.xml,16 (0.8501387447861882),42 (0.13856713756675015),49 (0.00023529411764711743)
645142newsML.xml,23 (0.5953574786517856),8 (0.2670987548829798),0 (0.07979402671751455)
609997newsML.xml,5 (0.41102142677634784),48 (0.1293923329269563),9 (0.11208644890446516)
710239newsML.xml,44 (0.2702166601285786),13 (0.26427678397097926),14 (0.21684438200653808)
610142newsML.xml,2 (0.32592438577293303),5 (0.3127921371053385),33 (0.28824301621762866)
610468newsML.xml,32 (0.9296653926052609),15 (0.05459690247670218),49 (0.00032786885245909917)
569430newsML.xml,16 (0.5860118843196482),25 (0.24070001331241267),26 (0.10786917943960023)
570301newsML.xml,9 (0.5219037686459963),38 (0.24301414275628),16 (0.20144043276671722)
479192newsML.xml,12 (0.6663201438445354),16 (0.31507218495888395),10 (0.011320849491146354)
609359newsML.xml,16 (0.5782187449970758),12 (0.15075108304527415),2 (0.14702782964758976)
479471newsML.xml,42 (0.7851846181094215),10 (0.2060080424410324),26 (0.00018348623853221184)
609390newsML.xml,17 (0.9441424927450428),23 (0.052894544291974877),12 (6.172839506213709e-05)
522717newsML.xml,16 (0.7448775373345186),24 (0.10205053441229897),4 (0.07885920218000692)
621336newsML.xml,41 (0.34945574213812597),47 (0.24731508453783685),14 (0.16712978004670934)
609673newsML.xml,34 (0.5064051566145535),29 (0.35129797008065555),16 (0.07707263216907942)
569606newsML.xml,23 (0.7743289739692878),15 (0.1920416206774426),6 (0.019599554606986563)
610697newsML.xml,19 (0.9777272727272626),49 (0.00045454545454565664),12 (0.00045454545454565664)
610374newsML.xml,36 (0.42626325376712504),29 (0.28116352054992677),38 (0.14148531254334545)
477977newsML.xml,39 (0.8306017164267242),25 (0.09696735056587594),32 (0.06514411130194794)
645374newsML.xml,44 (0.45749869743770905),8 (0.3143753844111322),14 (0.11087877527632156)
569576newsML.xml,33 (0.5498629537863331),2 (0.43857078115341813),49 (0.0002409638554218487)
569095newsML.xml,13 (0.8009027723864759),16 (0.11921630028927133),32 (0.06367403077251736)
610004newsML.xml,14 (0.6357159064683295),41 (0.3615645467894443),49 (5.665722379637613e-05)
570889newsML.xml,25 (0.46632669107950653),41 (0.2677705454108074),24 (0.11700729994797572)
609818newsML.xml,39 (0.9392226479701501),0 (0.02102254131482021),3 (0.0209548107147882)
570840newsML.xml,4 (0.7117493708025331),16 (0.14543074903163744),29 (0.14031321349916034)
610835newsML.xml,19 (0.9772093023255761),49 (0.0004651162790698702),12 (0.0004651162790698702)
789612newsML.xml,8 (0.978222222222216),49 (0.00044444444444456416),12 (0.00044444444444456416)
570071newsML.xml,39 (0.9851515151515043),49 (0.0003030303030305271),11 (0.0003030303030305271)
612001newsML.xml,44 (0.6726337310421954),8 (0.0896913212492763),5 (0.08777858993876661)
609029newsML.xml,4 (0.3070701048935048),23 (0.3058908572169862),41 (0.14668257154893716)
570592newsML.xml,5 (0.339254375723095),27 (0.3072652444755331),18 (0.2011626237201857)
479701newsML.xml,46 (0.6715871760466048),23 (0.26180648134665135),29 (0.0331419371900919)
609503newsML.xml,41 (0.5760203303222274),40 (0.2447128629900052),11 (0.15037788767592677)
645232newsML.xml,44 (0.9727127338111388),22 (0.024118949357171817),11 (6.600660066019795e-05)
569789newsML.xml,5 (0.8114662347878288),23 (0.09887266504594937),19 (0.04779441123612749)
610232newsML.xml,29 (0.4531368456343205),11 (0.3165382018072566),36 (0.14125765781433558)
610718newsML.xml,19 (0.9782222222222122),49 (0.0004444444444446439),12 (0.0004444444444446439)
569740newsML.xml,23 (0.444673200754013),40 (0.3261605312640209),12 (0.1626623720630934)
522651newsML.xml,14 (0.7140580499429714),18 (0.21384708660845142),13 (0.03993458934173465)
609735newsML.xml,39 (0.7904094189124843),29 (0.06878814796893903),25 (0.06872099056480284)
522698newsML.xml,40 (0.552866080118658),46 (0.4045684919790978),6 (0.03784180981178677)
570247newsML.xml,36 (0.5176586989843195),16 (0.22819846472473534),29 (0.1088803708464036)
479537newsML.xml,49 (0.5402520353907077),14 (0.3683887436316484),34 (0.08359062593631614)
478127newsML.xml,42 (0.8681438112838497),19 (0.10276527962264755),23 (0.0006060606086477068)
694292newsML.xml,22 (0.4421176144883561),35 (0.36175916023936566),40 (0.18549369317931774)
608325newsML.xml,23 (0.49090503669797425),48 (0.1921473891361942),12 (0.1814571712914856)
630246newsML.xml,18 (0.850281713517497),44 (0.14632606033408696),49 (7.06713780919984e-05)
611308newsML.xml,19 (0.9287732455178641),23 (0.05163491774742742),12 (0.0004081632653064189)
568350newsML.xml,39 (0.9480262827363334),20 (0.03648984629589782),49 (0.000322580645161848)
611622newsML.xml,19 (0.9799999999999965),49 (0.0004081632653061888),12 (0.0004081632653061888)
568399newsML.xml,39 (0.989230769230765),49 (0.00021978021978030858),11 (0.00021978021978030858)
732909newsML.xml,12 (0.39477835828450175),44 (0.35980998276371723),11 (0.12912402807100504)
480531newsML.xml,25 (0.7117680198827917),16 (0.19873225698798871),12 (0.02995501124564146)
478916newsML.xml,16 (0.7891288256676005),24 (0.2003217237829433),12 (0.0002197802197803403)
478311newsML.xml,8 (0.6641498814995973),26 (0.17476192586971637),22 (0.12021862741327595)
571182newsML.xml,25 (0.9775405703086337),4 (0.01373215696408823),12 (0.0001818181818182952)
608439newsML.xml,35 (0.8962242755318337),22 (0.10123604192848192),12 (5.291005291009458e-05)
660463newsML.xml,5 (0.7006309888422579),27 (0.189921877883199),17 (0.03813731934768499)
694547newsML.xml,0 (0.6511489056032774),26 (0.3265255130013711),12 (0.00046511627906982195)
568957newsML.xml,23 (0.3091748141892744),24 (0.2014708615985847),31 (0.1427775831713255)
480707newsML.xml,14 (0.8869480915373178),5 (0.08890270225482232),10 (0.018123565182185067)
608922newsML.xml,31 (0.7026703022075119),1 (0.09072158945805352),39 (0.07004882171796135)
611414newsML.xml,19 (0.9766666666666581),49 (0.0004761904761906442),12 (0.0004761904761906442)
662466newsML.xml,5 (0.34817849748661983),20 (0.2615370936184178),17 (0.2577592811856187)
568485newsML.xml,42 (0.4685106080350646),26 (0.21425277175009197),39 (0.11981512498021893)
480477newsML.xml,16 (0.5393146225015742),21 (0.19775724690500138),0 (0.12434930034931228)
625335newsML.xml,18 (0.5861790709959637),7 (0.2766979480129378),44 (0.12053771925605139)
480194newsML.xml,29 (0.5069451803068084),43 (0.1454291997211684),13 (0.14087063097929792)
478850newsML.xml,46 (0.32543987242974104),8 (0.3063400098881002),37 (0.20632568893748213)
478899newsML.xml,7 (0.5456667328487295),21 (0.14634911416009908),41 (0.12674012513549196)
611764newsML.xml,19 (0.9735135135135099),49 (0.0005405405405406082),12 (0.0005405405405406082)
611287newsML.xml,19 (0.9343791174058536),11 (0.04475131737674337),12 (0.0004347826086958914)
608263newsML.xml,16 (0.4356400124940811),42 (0.3105148850606863),11 (0.14858244389511274)
608780newsML.xml,16 (0.6034660506868671),13 (0.3894751257837158),49 (0.00014705882352951895)
478061newsML.xml,29 (0.7603896652588166),5 (0.08218943836943424),40 (0.07955824072292936)
478582newsML.xml,13 (0.41794353015862556),44 (0.23182053990219134),23 (0.1676276657384146)
608749newsML.xml,29 (0.426674467008731),13 (0.3084301647350501),32 (0.15429868261184831)
694637newsML.xml,0 (0.4828489801844827),10 (0.18061231831115773),16 (0.16923080907146962)
711904newsML.xml,25 (0.5332590280651733),43 (0.13511896594665607),0 (0.13110303028554254)
611078newsML.xml,19 (0.9711764705882302),49 (0.0005882352941177451),12 (0.0005882352941177451)
800225newsML.xml,25 (0.5534817616250216),31 (0.12520836928162526),15 (0.09491528596159961)
611552newsML.xml,19 (0.8421038715560267),29 (0.1332807438285833),49 (0.0005128205128206192)
480688newsML.xml,13 (0.3772401333231651),24 (0.2570982399265287),38 (0.203917276419672)
608864newsML.xml,16 (0.5566549714545004),1 (0.20860147805184556),29 (0.16745319262682332)
480641newsML.xml,44 (0.5080447569896743),27 (0.11992315658607555),42 (0.08416457106507408)
611880newsML.xml,19 (0.9772093023247198),0 (0.00046511627992599553),12 (0.00046511627906987464)
536104newsML.xml,33 (0.37389623925921417),40 (0.31640101711373403),41 (0.15449593349249796)
568811newsML.xml,38 (0.48326005276335987),13 (0.3251890460296863),29 (0.18008748657280188)
611849newsML.xml,19 (0.9760975609756017),49 (0.00048780487804893775),12 (0.00048780487804893775)
478257newsML.xml,22 (0.4640783474168827),45 (0.36959289900658737),17 (0.13959494308116316)
694401newsML.xml,11 (0.3911740249476556),41 (0.2892808771234737),14 (0.12646458980774267)
610554newsML.xml,14 (0.2656837190665307),40 (0.14689146833200972),41 (0.14252662303958033)
731761newsML.xml,11 (0.388108017694181),44 (0.23265383062480113),20 (0.19976967047932248)
569026newsML.xml,46 (0.35319887158686114),33 (0.32303020200395216),6 (0.10883559092368636)
609862newsML.xml,38 (0.6464857626475218),13 (0.14997618762392476),39 (0.1117859339558895)
569817newsML.xml,16 (0.36554796756502583),38 (0.16403949040086968),36 (0.13413124265161808)
789668newsML.xml,48 (0.6038442257238418),22 (0.3256238440222478),46 (0.059206629049077544)
610886newsML.xml,19 (0.9807843137254759),49 (0.0003921568627453844),12 (0.0003921568627453844)
479298newsML.xml,42 (0.41856047796493334),45 (0.23592641530125275),33 (0.23087857502251558)
609053newsML.xml,4 (0.31327392370756674),46 (0.1975333463510363),25 (0.16040115215602233)
609579newsML.xml,23 (0.3411712875594838),38 (0.2753022091415867),20 (0.1254623628721909)
570521newsML.xml,16 (0.3642419705854695),2 (0.2804979915232886),12 (0.24019423851786326)
479251newsML.xml,16 (0.7586229296225466),40 (0.08860388098097084),42 (0.04896292566187195)
645248newsML.xml,4 (0.7815671661044539),5 (0.21553253178073925),49 (6.04229607251531e-05)
645281newsML.xml,47 (0.9705597955496308),17 (0.026373111798607053),49 (6.389776357838036e-05)
479856newsML.xml,32 (0.38705055587160525),29 (0.2054766450652392),42 (0.14345089719749357)
569210newsML.xml,13 (0.7748395346994498),32 (0.213453148227356),39 (0.00024390243904539368)
610248newsML.xml,43 (0.6887162452018774),20 (0.11711863659142949),23 (0.10788196562000643)
710133newsML.xml,30 (0.3557249692907807),44 (0.24974202563267156),17 (0.12253998280149603)
610281newsML.xml,44 (0.4405159524791882),41 (0.34319675332794897),8 (0.06897110651811189)
610762newsML.xml,19 (0.844804405236429),6 (0.13337741294537334),49 (0.00045454545454578024)
479584newsML.xml,36 (0.8093855900047767),12 (0.14697804635873088),49 (0.0009090909090935929)
570717newsML.xml,16 (0.32880346448750614),43 (0.3129375902839507),38 (0.16520567143472298)
479067newsML.xml,5 (0.6571590299609169),29 (0.3401214232968698),41 (5.665722379610946e-05)
609786newsML.xml,16 (0.8262698436093843),42 (0.07841706456428128),23 (0.056018913672105805)
609265newsML.xml,12 (0.4589297745779303),3 (0.2119747536165681),14 (0.18182208921813173)
570467newsML.xml,36 (0.7398972931741323),2 (0.12116908933707653),22 (0.1041188026739673)
479317newsML.xml,46 (0.9025791817168105),30 (0.03584895752254039),6 (0.02902894543026182)
570184newsML.xml,29 (0.506098855922312),39 (0.2857790447674949),33 (0.1343850671542533)
609115newsML.xml,29 (0.4364862212278518),10 (0.19542559847554444),19 (0.1485292531346733)
522592newsML.xml,48 (0.7646582113304302),22 (0.165308407233125),26 (0.06280261220565443)
569998newsML.xml,36 (0.9703030303030015),49 (0.0006060606060611911),21 (0.0006060606060611911)
610909newsML.xml,19 (0.981851851851846),39 (0.000370370370370897),23 (0.0003703703703704768)
569951newsML.xml,12 (0.6041737216069972),34 (0.11627821999765822),29 (0.08848345620562222)
609924newsML.xml,16 (0.7065731464983647),49 (0.085036851748166),24 (0.06780697741250537)
645138newsML.xml,48 (0.2035007969238487),45 (0.20312429569016704),22 (0.16663864813319929)
522840newsML.xml,14 (0.7024571689064395),41 (0.2947521334191372),49 (5.813953488381847e-05)
645412newsML.xml,30 (0.4836689473508239),17 (0.2886395420754596),34 (0.1177852350724626)
569160newsML.xml,15 (0.37532371930242825),14 (0.28274165384755856),41 (0.19131706834005155)
610138newsML.xml,23 (0.6398449646487008),24 (0.22326672374949738),10 (0.09018323398254144)
569483newsML.xml,33 (0.6257664639724839),28 (0.3709902927842699),30 (6.756756756764532e-05)
710769newsML.xml,9 (0.3567746154670058),18 (0.33756511707761144),36 (0.16310186633574636)
610412newsML.xml,32 (0.37789273037992527),0 (0.2388826258886817),16 (0.1841076247409542)
570698newsML.xml,16 (0.9207026118454614),29 (0.07416369831495376),49 (0.00010695187165801177)
609323newsML.xml,16 (0.4269476401371127),43 (0.18190818350418372),22 (0.12913223051918007)
609609newsML.xml,16 (0.6881826828040538),0 (0.11084195846746459),10 (0.08284184474955318)
570651newsML.xml,41 (0.3801890364482599),8 (0.20051480773499417),10 (0.19816653947251323)
479121newsML.xml,29 (0.44937577766438414),37 (0.27939908066950114),43 (0.14597744769566465)
610624newsML.xml,19 (0.9760975609756035),29 (0.00048780487804890365),49 (0.00048780487804890333)
569356newsML.xml,21 (0.2100053932440046),24 (0.16121102282139302),5 (0.15603397583571585)
479910newsML.xml,10 (0.2514975290858965),43 (0.2412868840623857),12 (0.20532643407899367)
694493newsML.xml,29 (0.4258125329610079),25 (0.26107204006269374),24 (0.14217390751948897)
478726newsML.xml,11 (0.4457816939080526),2 (0.14752668091236718),9 (0.1377241662128803)
571056newsML.xml,14 (0.48937095133187075),40 (0.246561882269776),34 (0.23219663009720928)
608524newsML.xml,16 (0.9551937301507811),49 (0.03591738096031288),12 (0.0001851851851855435)
713394newsML.xml,36 (0.30427956456228056),21 (0.16795052751880787),1 (0.10488708352371148)
713677newsML.xml,44 (0.9896110753038618),6 (0.007692295482651159),49 (5.617977528097842e-05)
611812newsML.xml,19 (0.9824999999999875),49 (0.00035714285714310857),12 (0.00035714285714310857)
568883newsML.xml,16 (0.6403419463509873),6 (0.12197018261491607),43 (0.09262163635395076)
480330newsML.xml,37 (0.5839229680841661),23 (0.3647511064473269),2 (0.029962289104816672)
568551newsML.xml,39 (0.7978733809993391),49 (0.07307433962931799),29 (0.06249500651919931)
611509newsML.xml,19 (0.9766666666666611),49 (0.0004761904761905836),12 (0.0004761904761905836)
611023newsML.xml,19 (0.9772093023255799),49 (0.00046511627906979273),12 (0.00046511627906979273)
568598newsML.xml,23 (0.6776054040564516),7 (0.09621475116353582),24 (0.08957515838429934)
658137newsML.xml,4 (0.4456716926433929),41 (0.23868048524776006),45 (0.14489224582613397)
667397newsML.xml,5 (0.87686381994017),10 (0.07240191169127735),7 (0.04459047751884628)
608712newsML.xml,13 (0.4537205896473068),16 (0.38611469350835226),49 (0.13457785170626985)
478510newsML.xml,20 (0.38034732733163745),39 (0.2140096367865302),29 (0.18264282977701396)
694346newsML.xml,22 (0.39614286267947907),23 (0.2758078061591486),36 (0.21607383309579759)
608238newsML.xml,23 (0.6419859103257446),39 (0.24334932776208093),3 (0.0843421812670067)
571260newsML.xml,12 (0.640596642305881),38 (0.13260137583093665),23 (0.09910910989448575)
611215newsML.xml,19 (0.9719999999999801),29 (0.0005714285714289705),49 (0.00057142857142897)
568767newsML.xml,41 (0.20515411991341226),25 (0.2045165025413605),13 (0.20365393940090315)
480106newsML.xml,12 (0.8177350104417384),43 (0.05621284004957283),39 (0.043326434602192425)
800338newsML.xml,16 (0.9640361442176585),44 (0.032963855782333115),49 (6.250000000017758e-05)
611165newsML.xml,19 (0.8388154333817838),9 (0.12270429050846629),43 (0.020744427053135964)
611486newsML.xml,19 (0.9815094339622615),49 (0.0003773584905660862),12 (0.0003773584905660862)
528108newsML.xml,31 (0.46946996261181856),41 (0.17716089811951002),5 (0.10272201696516603)
568417newsML.xml,5 (0.5940398612371142),33 (0.20071854467211006),42 (0.19347033917763598)
480276newsML.xml,24 (0.47524623198753246),23 (0.36815726795566883),16 (0.09476254149112764)
608979newsML.xml,46 (0.3421897311702133),47 (0.17467099656225132),30 (0.150983130799984)
611954newsML.xml,14 (0.9426503576662072),40 (0.05476204125561843),49 (5.390835579530531e-05)
608462newsML.xml,14 (0.3501716002636035),11 (0.34386806608875403),24 (0.1331880860085072)
608181newsML.xml,5 (0.16501865545575486),43 (0.16218313560447567),23 (0.14068877716103495)
656894newsML.xml,7 (0.37957840581392727),41 (0.3365941751474998),20 (0.11932723860510393)
478660newsML.xml,24 (0.32909861443881605),3 (0.20984359207488876),44 (0.14827513292656488)
660112newsML.xml,42 (0.281514914906605),17 (0.26006143313453256),36 (0.12492477616313115)
608148newsML.xml,24 (0.5393273012942097),29 (0.20314648400030663),16 (0.13682695820059065)
478383newsML.xml,38 (0.3946772802680687),13 (0.29858845103374176),29 (0.15198409475501695)
571110newsML.xml,43 (0.6136734764562942),12 (0.1797365210812761),10 (0.16163665513677372)
480089newsML.xml,3 (0.2973533443470603),29 (0.2538697515968722),44 (0.09912375521108686)
625228newsML.xml,32 (0.3560951845182185),12 (0.2299596350170258),29 (0.17057295926073673)
480040newsML.xml,16 (0.8882010940763124),8 (0.05798899516178311),39 (0.041758628710607995)
656770newsML.xml,27 (0.4317877560162506),24 (0.2553799318068282),5 (0.2145527791932476)
478984newsML.xml,24 (0.45592346787331467),36 (0.21944345893602124),25 (0.14759202421735437)
568621newsML.xml,27 (0.5225882957918336),5 (0.16865683597614595),24 (0.15924884551877244)
611679newsML.xml,19 (0.8657541818989354),21 (0.10963043348565388),49 (0.0005128205128210526)
611353newsML.xml,19 (0.9735135135131574),23 (0.0005405405408914777),12 (0.0005405405405406415)
478456newsML.xml,16 (0.8380765025298911),42 (0.1350036230587539),44 (0.016926619598590476)
608654newsML.xml,33 (0.3536858332837613),48 (0.20713089217575859),41 (0.12572686860502344)
667218newsML.xml,5 (0.27062463029635137),17 (0.2346155168680221),23 (0.2106182393245961)
711819newsML.xml,41 (0.437736882115772),4 (0.29747035957397094),14 (0.20622388954601442)
645355newsML.xml,49 (0.9678678040984396),17 (0.014603942211728132),25 (0.008089516583835962)
479982newsML.xml,39 (0.9347504165899609),32 (0.04524958340994717),49 (0.00041666666666857603)
610355newsML.xml,13 (0.35905832662641207),48 (0.3335048382133821),23 (0.29400826373161787)
477956newsML.xml,39 (0.6960538762220505),12 (0.1530333191842404),26 (0.10615089983154254)
569627newsML.xml,12 (0.5988990924092478),47 (0.3262484335305732),16 (0.058988433074828754)
522736newsML.xml,23 (0.6641265987091104),12 (0.14311081586523164),24 (0.11581411245689732)
609652newsML.xml,39 (0.4266519862294911),10 (0.24398200061806888),23 (0.13856761829440442)
479499newsML.xml,1 (0.44971153102868716),31 (0.31717639607423365),10 (0.10152042245129989)
570320newsML.xml,29 (0.3289668324303311),38 (0.25227193458345165),23 (0.13140810803165479)
609378newsML.xml,23 (0.611806788495816),2 (0.37662694644391365),5 (0.00024096385542229636)
479450newsML.xml,3 (0.6477274396701713),24 (0.218635396982461),42 (0.09921865800647851)
610449newsML.xml,16 (0.28764756534981734),20 (0.24960557455104307),5 (0.19079301091398668)
569411newsML.xml,16 (0.7387073996685553),13 (0.1465623964663664),21 (0.07330824858058227)
666819newsML.xml,44 (0.3636820519003286),38 (0.14563613197346856),47 (0.1285101650911806)
610480newsML.xml,39 (0.3784103204946738),13 (0.20645983850425903),24 (0.13800528085041686)
610163newsML.xml,47 (0.2787717678368412),5 (0.25620659099813264),14 (0.23209563978529174)
570927newsML.xml,16 (0.5488665712503045),43 (0.2536880745156263),22 (0.09675502517184491)
645163newsML.xml,35 (0.4323418720206093),22 (0.35625228750481225),8 (0.17484636101946827)
610952newsML.xml,19 (0.981851851851617),23 (0.0003703703705985481),12 (0.00037037037037050235)
789775newsML.xml,0 (0.7749137279577565),7 (0.21453682149277697),12 (0.0002197802197805614)
479385newsML.xml,30 (0.5274326981705015),41 (0.36615518493648375),17 (0.05086646583607475)
570116newsML.xml,39 (0.845135440680791),46 (0.06498565665561123),17 (0.04913000489261981)
479666newsML.xml,16 (0.5873095951449571),29 (0.2657137435188092),42 (0.06817217473762802)
522500newsML.xml,43 (0.44898193324136215),22 (0.24156149048283404),41 (0.22758197662154783)
609187newsML.xml,41 (0.5227006131820695),14 (0.33429992281349136),44 (0.10637726332660805)
609464newsML.xml,44 (0.7379956562473556),17 (0.23000859491720996),49 (0.0269690108674993)
570266newsML.xml,16 (0.788963289698534),21 (0.10637784247320684),18 (0.08055630372546095)
733023newsML.xml,24 (0.2708708657278568),11 (0.25945930859361716),34 (0.20868704660877918)
479516newsML.xml,16 (0.2685903828740991),12 (0.258128990631285),10 (0.25683148332927697)
570785newsML.xml,44 (0.7318661853832998),41 (0.09232748758333173),16 (0.08278371543467601)
522670newsML.xml,0 (0.4390662034978202),30 (0.4225220671814561),14 (0.06266302382241715)
609714newsML.xml,23 (0.5402725427259795),25 (0.14547719085827387),10 (0.12340495357846326)
610739newsML.xml,19 (0.910542442414376),6 (0.06812422425227879),49 (0.00044444444444468435)
569761newsML.xml,42 (0.9594946383391368),8 (0.03756057638478314),49 (6.134969325166515e-05)
710442newsML.xml,24 (0.40986449171934736),11 (0.23670600278734405),25 (0.16654627883283193)
569282newsML.xml,2 (0.332417061337176),12 (0.2798897777035726),1 (0.10818723075866778)
610213newsML.xml,24 (0.3254111446277623),13 (0.21436313739010818),23 (0.1984122805069964)
712995newsML.xml,11 (0.9234811210408739),29 (0.04214644241318829),5 (0.02995929100602491)
645213newsML.xml,37 (0.36786916233907296),46 (0.264930672699876),31 (0.16301545068941875)
712671newsML.xml,5 (0.32180090427538416),24 (0.2755088897606096),47 (0.25369940360277865)
570099newsML.xml,39 (0.8475572816763335),29 (0.07708367781023993),11 (0.042869202159871535)
609522newsML.xml,3 (0.5190936592508778),16 (0.36957331104679314),39 (0.09664552970231871)
612020newsML.xml,20 (0.5249953682456289),16 (0.31381280289800834),42 (0.13354477003280965)
570050newsML.xml,23 (0.3282496204314184),16 (0.200609273211269),42 (0.1645286531238774)
609008newsML.xml,37 (0.602982075955265),2 (0.11936789505320886),23 (0.08723295991596554)
479720newsML.xml,4 (0.2908025621785327),37 (0.2509496009984354),24 (0.21365435887738113)
569885newsML.xml,16 (0.7372883738647837),29 (0.14069005860103692),44 (0.061724251858706884)
789633newsML.xml,22 (0.519179037369652),0 (0.4549330972260563),8 (0.020940496983233668)
610814newsML.xml,19 (0.9803999999999929),12 (0.0004000000000001404),49 (0.00040000000000014037)
609839newsML.xml,16 (0.44256842205640845),14 (0.2261741756089239),40 (0.21251207386282978)
570861newsML.xml,4 (0.8308132982267585),29 (0.15093939138471804),22 (0.01335147705518568)
610025newsML.xml,14 (0.5784376864410895),41 (0.1557114861961175),7 (0.1189215773774503)
569557newsML.xml,42 (0.883269628599665),28 (0.092016272627429),1 (0.013250684138680914)
611435newsML.xml,42 (0.6503782274691651),19 (0.20185592838940292),32 (0.13209917747476055)
800668newsML.xml,24 (0.6211931470708524),13 (0.13698207767925727),14 (0.10314658249065363)
608903newsML.xml,13 (0.7068324237294955),48 (0.12085764817972795),28 (0.08123089599919167)
568976newsML.xml,2 (0.16709703082056113),20 (0.14933937075014894),44 (0.1180058996917185)
478330newsML.xml,20 (0.45295347628852217),16 (0.4001027131662589),24 (0.13059421445348737)
608418newsML.xml,22 (0.33314923873247454),45 (0.26290427802832617),48 (0.1496814565764441)
694566newsML.xml,20 (0.34831713127555675),23 (0.25083791530284016),24 (0.22866825192826556)
608132newsML.xml,32 (0.6849427191513673),0 (0.12728908949112622),39 (0.06661044412193726)
523056newsML.xml,41 (0.4123213419453492),12 (0.28775764134786663),20 (0.19556433163679188)
480510newsML.xml,39 (0.4105702933964303),30 (0.16348277789635204),25 (0.1471181889358967)
478937newsML.xml,40 (0.24943325855052148),23 (0.23468917987930238),37 (0.22533958495794265)
611603newsML.xml,16 (0.6451149601720434),24 (0.135122380995185),29 (0.10606153889533883)
568692newsML.xml,22 (0.5859857160002222),46 (0.2730087677677405),8 (0.04226373006360355)
611329newsML.xml,19 (0.9748717948717871),49 (0.0005128205128206665),12 (0.0005128205128206665)
568371newsML.xml,27 (0.4691936839946667),23 (0.2665241596812044),12 (0.21625292411782865)
608304newsML.xml,23 (0.34580538877299993),24 (0.2886709117773008),42 (0.16464196307139065)
478106newsML.xml,42 (0.3157400035910646),23 (0.24491936071745174),36 (0.17385523306502218)
608597newsML.xml,0 (0.5421018811440537),32 (0.20124926848970648),42 (0.12659693718398177)
478276newsML.xml,47 (0.3946941042626429),22 (0.287194549241681),8 (0.14013800996002018)
694420newsML.xml,9 (0.18866378126545216),4 (0.18221098478872355),1 (0.17393989977088437)
478795newsML.xml,5 (0.6544094757807822),41 (0.16352778314406155),2 (0.08469867041178543)
568830newsML.xml,16 (0.4629997509243557),32 (0.2716511435482258),41 (0.18241500523989232)
611868newsML.xml,19 (0.8321471938488486),12 (0.08600993905317543),41 (0.0626591936284993)
480660newsML.xml,46 (0.40789092036148583),37 (0.1824124086204033),36 (0.18224300467563112)
480383newsML.xml,16 (0.6658467707826848),10 (0.12821729874151036),42 (0.0883899543594104)
608845newsML.xml,42 (0.3070038183027662),24 (0.22883814338868927),13 (0.15846568986518653)
611573newsML.xml,19 (0.9735135135135001),49 (0.000540540540540808),12 (0.000540540540540808)
611090newsML.xml,19 (0.9766666666666595),49 (0.0004761904761906171),12 (0.0004761904761906171)
800204newsML.xml,32 (0.9296653926052609),15 (0.05459690247670218),49 (0.00032786885245909917)
611059newsML.xml,19 (0.977209302325505),29 (0.00046511627913146725),49 (0.0004651162790700675)
478040newsML.xml,29 (0.5809954398604178),32 (0.243236775274402),37 (0.08810506409383471)
608768newsML.xml,24 (0.4492684414778222),14 (0.21174605900672747),13 (0.12004814397751955)
694616newsML.xml,30 (0.40874856136321797),17 (0.3053778637432997),46 (0.08396860163715171)
608242newsML.xml,23 (0.5712922176800361),3 (0.2041445910499375),39 (0.20163636200168342)
478089newsML.xml,42 (0.3018383440702741),23 (0.299614124895937),19 (0.13686733651761934)
713111newsML.xml,4 (0.5799087111431339),7 (0.1456471588031275),11 (0.12005190069202958)
611745newsML.xml,33 (0.32723416021087093),16 (0.31002117739098456),25 (0.22586017792387278)
622228newsML.xml,12 (0.4861879931379132),29 (0.32684655548673475),30 (0.10575841485624177)
798575newsML.xml,21 (0.4788572639523669),41 (0.3063768547813306),18 (0.08854407847613205)
480456newsML.xml,24 (0.5009585814352547),16 (0.2287269712066844),30 (0.13137124829873995)
478871newsML.xml,32 (0.7147406806090248),18 (0.16536907529946784),13 (0.06862624412051374)
609244newsML.xml,16 (0.5370278977826335),36 (0.2582946449580025),21 (0.14540869906420587)
